9606	983	-	CDK1	cyclin dependent kinase 1	protein-coding	740
9606	2146	-	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	protein-coding	732
9606	3075	-	CFH	complement factor H	protein-coding	728
9606	2706	-	GJB2	gap junction protein beta 2	protein-coding	719
9606	4153	-	MBL2	mannose binding lectin 2	protein-coding	717
9606	4843	-	NOS2	nitric oxide synthase 2	protein-coding	713
9606	3043	-	HBB	hemoglobin subunit beta	protein-coding	713
9606	8626	-	TP63	tumor protein p63	protein-coding	709
9606	4436	-	MSH2	mutS homolog 2	protein-coding	708
9606	5621	-	PRNP	prion protein	protein-coding	705
9606	1588	-	CYP19A1	cytochrome P450 family 19 subfamily A member 1	protein-coding	705
9606	3265	-	HRAS	HRas proto-oncogene, GTPase	protein-coding	704
9606	4582	-	MUC1	mucin 1, cell surface associated	protein-coding	702
9606	4088	-	SMAD3	SMAD family member 3	protein-coding	700
9606	3949	-	LDLR	low density lipoprotein receptor	protein-coding	700
9606	2247	-	FGF2	fibroblast growth factor 2	protein-coding	698
9606	1017	-	CDK2	cyclin dependent kinase 2	protein-coding	698
9606	9429	-	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	protein-coding	688
9606	929	-	CD14	CD14 molecule	protein-coding	688
9606	5663	-	PSEN1	presenilin 1	protein-coding	688
9606	5071	-	PRKN	parkin RBR E3 ubiquitin protein ligase	protein-coding	688
9606	4869	-	NPM1	nucleophosmin 1	protein-coding	685
9606	3082	-	HGF	hepatocyte growth factor	protein-coding	684
9606	4023	-	LPL	lipoprotein lipase	protein-coding	681
9606	109580095	-	HBB-LCR	beta-globin locus control region	biological-region	680
9606	1869	-	E2F1	E2F transcription factor 1	protein-coding	678
9606	1457	-	CSNK2A1	casein kinase 2 alpha 1	protein-coding	676
9606	7428	-	VHL	von Hippel-Lindau tumor suppressor	protein-coding	664
9606	5781	-	PTPN11	protein tyrosine phosphatase, non-receptor type 11	protein-coding	662
9606	19	-	ABCA1	ATP binding cassette subfamily A member 1	protein-coding	662
9606	5241	-	PGR	progesterone receptor	protein-coding	661
9606	5111	-	PCNA	proliferating cell nuclear antigen	protein-coding	657
9606	1950	-	EGF	epidermal growth factor	protein-coding	657
9606	10	-	NAT2	N-acetyltransferase 2	protein-coding	655
9606	4314	-	MMP3	matrix metallopeptidase 3	protein-coding	653
9606	4000	-	LMNA	lamin A/C	protein-coding	653
9606	1277	-	COL1A1	collagen type I alpha 1 chain	protein-coding	653
9606	6352	-	CCL5	C-C motif chemokine ligand 5	protein-coding	652
9606	7132	-	TNFRSF1A	TNF receptor superfamily member 1A	protein-coding	650
9606	5295	-	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	protein-coding	650
9606	4288	-	MKI67	marker of proliferation Ki-67	protein-coding	646
9606	598	-	BCL2L1	BCL2 like 1	protein-coding	640
9606	3356	-	HTR2A	5-hydroxytryptamine receptor 2A	protein-coding	638
9606	79068	-	FTO	FTO, alpha-ketoglutarate dependent dioxygenase	protein-coding	637
9606	1815	-	DRD4	dopamine receptor D4	protein-coding	635
9606	6934	-	TCF7L2	transcription factor 7 like 2	protein-coding	633
9606	867	-	CBL	Cbl proto-oncogene	protein-coding	631
9606	3486	-	IGFBP3	insulin like growth factor binding protein 3	protein-coding	631
9606	4089	-	SMAD4	SMAD family member 4	protein-coding	628
9606	2335	-	FN1	fibronectin 1	protein-coding	627
9606	54106	-	TLR9	toll like receptor 9	protein-coding	623
9606	356	-	FASLG	Fas ligand	protein-coding	619
9606	5580	-	PRKCD	protein kinase C delta	protein-coding	617
9606	54658	-	UGT1A1	UDP glucuronosyltransferase family 1 member A1	protein-coding	617
9606	1577	-	CYP3A5	cytochrome P450 family 3 subfamily A member 5	protein-coding	615
9606	1571	-	CYP2E1	cytochrome P450 family 2 subfamily E member 1	protein-coding	610
9606	2321	-	FLT1	fms related tyrosine kinase 1	protein-coding	609
9606	2067	-	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	protein-coding	608
9606	1071	-	CETP	cholesteryl ester transfer protein	protein-coding	607
9606	4982	-	TNFRSF11B	TNF receptor superfamily member 11b	protein-coding	605
9606	861	-	RUNX1	runt related transcription factor 1	protein-coding	604
9606	2322	-	FLT3	fms related tyrosine kinase 3	protein-coding	597
9606	3309	-	HSPA5	heat shock protein family A (Hsp70) member 5	protein-coding	593
9606	6790	-	AURKA	aurora kinase A	protein-coding	591
9606	3308	-	HSPA4	heat shock protein family A (Hsp70) member 4	protein-coding	591
9606	7490	-	WT1	Wilms tumor 1	protein-coding	589
9606	4255	-	MGMT	O-6-methylguanine-DNA methyltransferase	protein-coding	589
9606	3643	-	INSR	insulin receptor	protein-coding	588
9606	3958	-	LGALS3	galectin 3	protein-coding	585
9606	5347	-	PLK1	polo like kinase 1	protein-coding	583
9606	4792	-	NFKBIA	NFKB inhibitor alpha	protein-coding	583
9606	4282	-	MIF	macrophage migration inhibitory factor	protein-coding	583
9606	29126	-	CD274	CD274 molecule	protein-coding	577
9606	3481	-	IGF2	insulin like growth factor 2	protein-coding	575
9606	3953	-	LEPR	leptin receptor	protein-coding	573
9606	3596	-	IL13	interleukin 13	protein-coding	573
9606	2157	-	F8	coagulation factor VIII	protein-coding	572
9606	7076	-	TIMP1	TIMP metallopeptidase inhibitor 1	protein-coding	571
9606	2332	-	FMR1	fragile X mental retardation 1	protein-coding	571
9606	7161	-	TP73	tumor protein p73	protein-coding	567
9606	60489	-	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	protein-coding	566
9606	4170	-	MCL1	MCL1, BCL2 family apoptosis regulator	protein-coding	565
9606	5566	-	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	protein-coding	563
9606	3064	-	HTT	huntingtin	protein-coding	563
9606	2152	-	F3	coagulation factor III, tissue factor	protein-coding	563
9606	1385	-	CREB1	cAMP responsive element binding protein 1	protein-coding	563
9606	998	-	CDC42	cell division cycle 42	protein-coding	560
9606	5888	-	RAD51	RAD51 recombinase	protein-coding	559
9606	217	-	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	protein-coding	559
9606	650	-	BMP2	bone morphogenetic protein 2	protein-coding	557
9606	4049	-	LTA	lymphotoxin alpha	protein-coding	554
9606	4353	-	MPO	myeloperoxidase	protein-coding	551
9606	3039	-	HBA1	hemoglobin subunit alpha 1	protein-coding	550
9606	3417	-	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	protein-coding	549
9606	3757	-	KCNH2	potassium voltage-gated channel subfamily H member 2	protein-coding	546
9606	7098	-	TLR3	toll like receptor 3	protein-coding	545
9606	3685	-	ITGAV	integrin subunit alpha V	protein-coding	545
9606	3934	-	LCN2	lipocalin 2	protein-coding	544
9606	10891	-	PPARGC1A	PPARG coactivator 1 alpha	protein-coding	544
9606	958	-	CD40	CD40 molecule	protein-coding	543
9606	8600	-	TNFSF11	TNF superfamily member 11	protein-coding	539
9606	2534	-	FYN	FYN proto-oncogene, Src family tyrosine kinase	protein-coding	539
9606	3303	-	HSPA1A	heat shock protein family A (Hsp70) member 1A	protein-coding	536
9606	5894	-	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	protein-coding	535
9606	718	-	C3	complement C3	protein-coding	534
9606	4968	-	OGG1	8-oxoguanine DNA glycosylase	protein-coding	534
9606	6331	-	SCN5A	sodium voltage-gated channel alpha subunit 5	protein-coding	530
9606	328	-	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	protein-coding	530
9606	7189	-	TRAF6	TNF receptor associated factor 6	protein-coding	529
9606	5265	-	SERPINA1	serpin family A member 1	protein-coding	528
9606	2263	-	FGFR2	fibroblast growth factor receptor 2	protein-coding	528
9606	5465	-	PPARA	peroxisome proliferator activated receptor alpha	protein-coding	527
9606	23435	-	TARDBP	TAR DNA binding protein	protein-coding	527
9606	5328	-	PLAU	plasminogen activator, urokinase	protein-coding	525
9606	4204	-	MECP2	methyl-CpG binding protein 2	protein-coding	525
9606	4128	-	MAOA	monoamine oxidase A	protein-coding	525
9606	5591	-	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	protein-coding	524
9606	3667	-	IRS1	insulin receptor substrate 1	protein-coding	523
9606	7298	-	TYMS	thymidylate synthetase	protein-coding	522
9606	3627	-	CXCL10	C-X-C motif chemokine ligand 10	protein-coding	522
9606	5133	-	PDCD1	programmed cell death 1	protein-coding	518
9606	3066	-	HDAC2	histone deacetylase 2	protein-coding	517
9606	1728	-	NQO1	NAD(P)H quinone dehydrogenase 1	protein-coding	516
9606	11200	-	CHEK2	checkpoint kinase 2	protein-coding	516
9606	1586	-	CYP17A1	cytochrome P450 family 17 subfamily A member 1	protein-coding	514
9606	5371	-	PML	promyelocytic leukemia	protein-coding	511
9606	238	-	ALK	ALK receptor tyrosine kinase	protein-coding	510
9606	3593	-	IL12B	interleukin 12B	protein-coding	509
9606	3312	-	HSPA8	heat shock protein family A (Hsp70) member 8	protein-coding	507
9606	7412	-	VCAM1	vascular cell adhesion molecule 1	protein-coding	506
9606	7341	-	SUMO1	small ubiquitin-like modifier 1	protein-coding	506
9606	5460	-	POU5F1	POU class 5 homeobox 1	protein-coding	502
9606	4087	-	SMAD2	SMAD family member 2	protein-coding	501
9606	3784	-	KCNQ1	potassium voltage-gated channel subfamily Q member 1	protein-coding	501
9606	1545	-	CYP1B1	cytochrome P450 family 1 subfamily B member 1	protein-coding	498
9606	1786	-	DNMT1	DNA methyltransferase 1	protein-coding	497
9606	5329	-	PLAUR	plasminogen activator, urokinase receptor	protein-coding	495
9606	2697	-	GJA1	gap junction protein alpha 1	protein-coding	495
9606	213	-	ALB	albumin	protein-coding	494
9606	3315	-	HSPB1	heat shock protein family B (small) member 1	protein-coding	493
9606	3551	-	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	protein-coding	491
9606	108684022	-	LOC108684022	FRAXA repeat instability region	biological-region	491
9606	10413	-	YAP1	Yes associated protein 1	protein-coding	491
9606	8878	-	SQSTM1	sequestosome 1	protein-coding	490
9606	7431	-	VIM	vimentin	protein-coding	490
9606	2260	-	FGFR1	fibroblast growth factor receptor 1	protein-coding	488
9606	282617	-	IFNL3	interferon lambda 3	protein-coding	487
9606	331	-	XIAP	X-linked inhibitor of apoptosis	protein-coding	486
9606	2309	-	FOXO3	forkhead box O3	protein-coding	484
9606	959	-	CD40LG	CD40 ligand	protein-coding	482
9606	6513	-	SLC2A1	solute carrier family 2 member 1	protein-coding	482
9606	26191	-	PTPN22	protein tyrosine phosphatase, non-receptor type 22	protein-coding	482
9606	406938	-	MIR146A	microRNA 146a	ncRNA	481
9606	3932	-	LCK	LCK proto-oncogene, Src family tyrosine kinase	protein-coding	481
9606	4988	-	OPRM1	opioid receptor mu 1	protein-coding	479
9606	3559	-	IL2RA	interleukin 2 receptor subunit alpha	protein-coding	478
9606	7276	-	TTR	transthyretin	protein-coding	476
9606	682	-	BSG	basigin (Ok blood group)	protein-coding	476
9606	56729	-	RETN	resistin	protein-coding	475
9606	1019	-	CDK4	cyclin dependent kinase 4	protein-coding	468
9606	8842	-	PROM1	prominin 1	protein-coding	467
9606	4323	-	MMP14	matrix metallopeptidase 14	protein-coding	467
9606	3689	-	ITGB2	integrin subunit beta 2	protein-coding	467
9606	196	-	AHR	aryl hydrocarbon receptor	protein-coding	467
9606	7048	-	TGFBR2	transforming growth factor beta receptor 2	protein-coding	465
9606	7430	-	EZR	ezrin	protein-coding	464
9606	6850	-	SYK	spleen associated tyrosine kinase	protein-coding	464
9606	2778	-	GNAS	GNAS complex locus	protein-coding	464
9606	114548	-	NLRP3	NLR family pyrin domain containing 3	protein-coding	462
9606	2308	-	FOXO1	forkhead box O1	protein-coding	461
9606	1490	-	CTGF	connective tissue growth factor	protein-coding	461
9606	100507436	-	MICA	MHC class I polypeptide-related sequence A	protein-coding	460
9606	7291	-	TWIST1	twist family bHLH transcription factor 1	protein-coding	459
9606	729230	-	CCR2	C-C motif chemokine receptor 2	protein-coding	457
9606	6464	-	SHC1	SHC adaptor protein 1	protein-coding	455
9606	60	-	ACTB	actin beta	protein-coding	455
9606	2261	-	FGFR3	fibroblast growth factor receptor 3	protein-coding	454
9606	1471	-	CST3	cystatin C	protein-coding	454
9606	7517	-	XRCC3	X-ray repair cross complementing 3	protein-coding	453
9606	6657	-	SOX2	SRY-box 2	protein-coding	452
9606	1191	-	CLU	clusterin	protein-coding	452
9606	2212	-	FCGR2A	Fc fragment of IgG receptor IIa	protein-coding	448
9606	1147	-	CHUK	conserved helix-loop-helix ubiquitous kinase	protein-coding	448
9606	7534	-	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	protein-coding	446
9606	4297	-	KMT2A	lysine methyltransferase 2A	protein-coding	443
9606	7415	-	VCP	valosin containing protein	protein-coding	442
9606	5430	-	POLR2A	RNA polymerase II subunit A	protein-coding	440
9606	545	-	ATR	ATR serine/threonine kinase	protein-coding	439
9606	406947	-	MIR155	microRNA 155	ncRNA	439
9606	7057	-	THBS1	thrombospondin 1	protein-coding	438
9606	1111	-	CHEK1	checkpoint kinase 1	protein-coding	438
9606	7329	-	UBE2I	ubiquitin conjugating enzyme E2 I	protein-coding	437
9606	4683	-	NBN	nibrin	protein-coding	437
9606	7046	-	TGFBR1	transforming growth factor beta receptor 1	protein-coding	436
9606	5156	-	PDGFRA	platelet derived growth factor receptor alpha	protein-coding	436
9606	3172	-	HNF4A	hepatocyte nuclear factor 4 alpha	protein-coding	436
9606	1544	-	CYP1A2	cytochrome P450 family 1 subfamily A member 2	protein-coding	435
9606	648	-	BMI1	BMI1 proto-oncogene, polycomb ring finger	protein-coding	433
9606	6469	-	SHH	sonic hedgehog	protein-coding	433
9606	2155	-	F7	coagulation factor VII	protein-coding	433
9606	5159	-	PDGFRB	platelet derived growth factor receptor beta	protein-coding	431
9606	5058	-	PAK1	p21 (RAC1) activated kinase 1	protein-coding	431
9606	801	-	CALM1	calmodulin 1	protein-coding	430
9606	10135	-	NAMPT	nicotinamide phosphoribosyltransferase	protein-coding	430
9606	860	-	RUNX2	runt related transcription factor 2	protein-coding	429
9606	7133	-	TNFRSF1B	TNF receptor superfamily member 1B	protein-coding	429
9606	4893	-	NRAS	NRAS proto-oncogene, GTPase	protein-coding	428
9606	3084	-	NRG1	neuregulin 1	protein-coding	428
9606	2065	-	ERBB3	erb-b2 receptor tyrosine kinase 3	protein-coding	426
9606	1756	-	DMD	dystrophin	protein-coding	421
9606	4763	-	NF1	neurofibromin 1	protein-coding	420
9606	2034	-	EPAS1	endothelial PAS domain protein 1	protein-coding	419
9606	6401	-	SELE	selectin E	protein-coding	418
9606	1803	-	DPP4	dipeptidyl peptidase 4	protein-coding	418
9606	302	-	ANXA2	annexin A2	protein-coding	417
9606	1050	-	CEBPA	CCAAT/enhancer binding protein alpha	protein-coding	417
9606	846	-	CASR	calcium sensing receptor	protein-coding	416
9606	6927	-	HNF1A	HNF1 homeobox A	protein-coding	416
9606	6256	-	RXRA	retinoid X receptor alpha	protein-coding	416
9606	3566	-	IL4R	interleukin 4 receptor	protein-coding	416
9606	1268	-	CNR1	cannabinoid receptor 1	protein-coding	415
9606	10018	-	BCL2L11	BCL2 like 11	protein-coding	415
9606	811	-	CALR	calreticulin	protein-coding	412
9606	5294	-	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	protein-coding	412
9606	11186	-	RASSF1	Ras association domain family member 1	protein-coding	412
9606	2547	-	XRCC6	X-ray repair cross complementing 6	protein-coding	410
9606	2353	-	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	protein-coding	409
9606	8678	-	BECN1	beclin 1	protein-coding	406
9606	891	-	CCNB1	cyclin B1	protein-coding	405
9606	9021	-	SOCS3	suppressor of cytokine signaling 3	protein-coding	404
9606	2688	-	GH1	growth hormone 1	protein-coding	404
9606	255738	-	PCSK9	proprotein convertase subtilisin/kexin type 9	protein-coding	403
9606	8517	-	IKBKG	inhibitor of nuclear factor kappa B kinase subunit gamma	protein-coding	402
9606	4316	-	MMP7	matrix metallopeptidase 7	protein-coding	402
9606	7186	-	TRAF2	TNF receptor associated factor 2	protein-coding	400
9606	613	-	BCR	BCR, RhoGEF and GTPase activating protein	protein-coding	399
9606	354	-	KLK3	kallikrein related peptidase 3	protein-coding	399
